,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
5394, C Class,2019,35499,Semi-Auto,2616,Petrol,145,36.2,3.0
5395, C Class,2019,30199,Semi-Auto,2456,Diesel,145,56.5,2.0
5396, C Class,2019,31609,Semi-Auto,1000,Diesel,145,64.2,2.0
5397, C Class,2019,30299,Automatic,7478,Diesel,145,55.4,2.0
5398, C Class,2019,67699,Automatic,544,Petrol,145,28.0,4.0
5399, C Class,2019,35399,Semi-Auto,1273,Petrol,145,44.1,1.5
5400, C Class,2019,33599,Semi-Auto,2983,Diesel,145,57.7,2.0
5401, C Class,2018,26199,Automatic,9366,Diesel,145,65.7,2.1
5402, C Class,2018,19599,Semi-Auto,13053,Diesel,145,61.4,2.0
5403, C Class,2019,23289,Semi-Auto,15458,Diesel,145,61.4,2.0
5404, C Class,2019,25399,Automatic,6612,Petrol,145,45.6,1.5
5405, C Class,2019,24849,Automatic,1446,Petrol,145,45.6,1.5
5406, C Class,2019,24789,Automatic,428,Petrol,145,44.1,1.5
5407, C Class,2019,39299,Automatic,8628,Petrol,145,29.4,3.0
5408, C Class,2018,28749,Semi-Auto,6449,Diesel,145,54.3,2.0
5409, C Class,2019,24849,Semi-Auto,5000,Petrol,145,44.1,1.5
5410, C Class,2019,33299,Semi-Auto,2000,Diesel,145,54.3,2.0
5411, C Class,2018,27299,Semi-Auto,3150,Diesel,145,61.4,2.0
5412, C Class,2019,25099,Automatic,3400,Petrol,145,42.2,1.6
5413, C Class,2019,27199,Automatic,754,Petrol,145,46.3,1.5
5414, C Class,2019,23399,Automatic,3816,Petrol,145,44.1,1.5
5415, C Class,2019,31199,Automatic,3435,Diesel,145,57.7,2.0
5416, C Class,2019,27799,Semi-Auto,3251,Diesel,145,61.4,2.0
5417, C Class,2019,26589,Automatic,3070,Diesel,145,60.1,1.6
5418, C Class,2018,23199,Automatic,9136,Petrol,145,46.3,1.5
5419, C Class,2019,31529,Automatic,1000,Diesel,145,51.4,2.0
5420, C Class,2019,35049,Automatic,1000,Petrol,145,44.1,1.5
5421, C Class,2019,38289,Automatic,1000,Diesel,145,54.3,2.0
5422, C Class,2019,32289,Automatic,1000,Petrol,145,46.3,1.5
5423, C Class,2019,32069,Automatic,1000,Diesel,145,64.2,2.0
5424, C Class,2019,32069,Automatic,1000,Diesel,145,64.2,2.0
5425, C Class,2018,47099,Automatic,11501,Petrol,145,31.7,4.0
5426, C Class,2019,26289,Automatic,650,Petrol,145,46.3,1.5
5427, C Class,2017,25599,Semi-Auto,13000,Petrol,145,42.2,2.0
5428, C Class,2017,22449,Semi-Auto,44998,Diesel,30,65.7,2.1
5429, C Class,2016,17299,Semi-Auto,66500,Diesel,125,60.1,2.1
5430, C Class,2016,17999,Semi-Auto,21040,Diesel,30,64.2,1.6
5431, C Class,2019,25999,Semi-Auto,15195,Diesel,145,61.4,2.0
5432, C Class,2019,29349,Semi-Auto,11561,Diesel,145,57.7,2.0
5433, C Class,2019,26349,Semi-Auto,10299,Diesel,145,61.4,2.0
5434, C Class,2019,42099,Semi-Auto,3076,Petrol,145,28.0,3.0
5435, C Class,2019,25849,Semi-Auto,10977,Petrol,145,47.1,1.5
5436, C Class,2019,25349,Semi-Auto,9728,Petrol,145,46.3,1.5
5437, C Class,2019,31609,Semi-Auto,1825,Diesel,145,64.2,2.0
5438, C Class,2016,15999,Semi-Auto,9000,Diesel,20,65.7,2.1
5439, C Class,2019,34919,Semi-Auto,2292,Petrol,145,44.1,1.5
5440, C Class,2019,28999,Semi-Auto,2392,Petrol,150,46.3,1.5
5441, C Class,2019,19799,Semi-Auto,14422,Petrol,145,46.3,1.5
5442, C Class,2019,25499,Semi-Auto,15175,Diesel,145,61.4,2.0
5443, C Class,2018,28199,Semi-Auto,9252,Diesel,145,54.3,2.0
5444, C Class,2019,30349,Semi-Auto,438,Petrol,145,44.1,2.0
5445, C Class,2016,17849,Semi-Auto,45557,Diesel,30,61.4,2.1
5446, C Class,2019,36999,Semi-Auto,1000,Diesel,145,55.4,2.0
5447, C Class,2019,33789,Semi-Auto,1000,Diesel,145,61.4,2.0
5448, C Class,2015,17749,Semi-Auto,19039,Diesel,30,64.2,2.1
5449, C Class,2017,18999,Semi-Auto,31727,Diesel,145,64.2,2.1
5450, C Class,2019,25149,Semi-Auto,13157,Petrol,145,45.6,1.5
5451, C Class,2019,31299,Semi-Auto,4631,Diesel,145,61.4,2.0
5452, C Class,2019,23879,Manual,551,Petrol,145,47.1,1.6
5453, C Class,2019,29099,Semi-Auto,5088,Petrol,145,47.1,1.5
5454, C Class,2019,34579,Semi-Auto,1000,Petrol,145,44.1,1.5
5455, C Class,2018,23799,Semi-Auto,3640,Petrol,145,47.9,2.0
5456, C Class,2019,31699,Semi-Auto,3358,Diesel,145,57.7,2.0
5457, C Class,2019,30799,Semi-Auto,7031,Diesel,145,61.4,2.0
5458, C Class,2019,31199,Semi-Auto,4885,Diesel,145,64.2,2.0
5459, C Class,2019,34799,Semi-Auto,3435,Petrol,145,44.1,1.5
5460, C Class,2019,68399,Semi-Auto,1282,Petrol,145,28.0,4.0
5461, C Class,2019,20399,Semi-Auto,13334,Petrol,145,46.3,1.5
5462, C Class,2019,20449,Semi-Auto,14005,Diesel,145,61.4,2.0
5463, C Class,2019,20299,Semi-Auto,14184,Petrol,145,46.3,1.5
5464, C Class,2019,20349,Semi-Auto,14012,Petrol,145,46.3,1.5
5465, C Class,2019,31519,Semi-Auto,1000,Petrol,145,45.6,1.5
5466, C Class,2018,18399,Semi-Auto,31122,Diesel,145,64.2,2.1
5467, C Class,2017,20349,Semi-Auto,10745,Diesel,30,64.2,2.1
5468, C Class,2019,30849,Semi-Auto,8473,Diesel,145,54.3,2.0
5469, C Class,2019,46999,Semi-Auto,9962,Petrol,145,29.7,3.0
5470, C Class,2019,28199,Semi-Auto,10452,Diesel,145,57.7,2.0
5471, C Class,2019,27499,Semi-Auto,1211,Diesel,145,58.9,1.6
5472, C Class,2019,27299,Semi-Auto,1000,Petrol,145,46.3,1.5
5473, C Class,2018,26799,Semi-Auto,7466,Petrol,145,47.1,2.0
5474, C Class,2020,36209,Semi-Auto,1000,Petrol,145,42.8,2.0
5475, C Class,2017,14549,Semi-Auto,38085,Diesel,20,65.7,2.1
5476, C Class,2019,29549,Semi-Auto,9053,Petrol,145,44.1,2.0
5477, C Class,2019,26699,Semi-Auto,5500,Petrol,145,43.5,2.0
5478, C Class,2020,40179,Semi-Auto,1000,Diesel,145,54.3,2.0
5479, C Class,2019,31609,Semi-Auto,1000,Diesel,145,64.2,2.0
5480, C Class,2019,32069,Semi-Auto,1000,Diesel,145,64.2,2.0
5481, C Class,2019,30919,Semi-Auto,1000,Diesel,145,53.3,2.0
5482, C Class,2019,25799,Semi-Auto,1000,Petrol,145,45.6,1.5
5483, C Class,2016,38349,Semi-Auto,22000,Petrol,300,34.5,4.0
5484, C Class,2019,49499,Semi-Auto,1000,Petrol,145,29.1,3.0
5485, C Class,2019,49669,Semi-Auto,1000,Petrol,145,29.1,3.0
5486, C Class,2019,20399,Semi-Auto,13793,Diesel,145,61.4,2.0
5487, C Class,2019,20799,Semi-Auto,15536,Diesel,145,61.4,2.0
5488, C Class,2016,24799,Automatic,30385,Diesel,30,65.7,2.1
5489, C Class,2019,27199,Semi-Auto,3780,Petrol,145,42.2,2.0
5490, C Class,2019,20699,Semi-Auto,10037,Diesel,145,64.2,2.1
5491, C Class,2017,23699,Semi-Auto,7978,Diesel,20,67.3,2.1
5492, C Class,2018,21449,Semi-Auto,2684,Petrol,145,44.1,1.5
5493, C Class,2019,24299,Semi-Auto,14333,Diesel,145,61.4,2.0
5494, C Class,2019,25999,Semi-Auto,14344,Diesel,145,61.4,2.0
5495, C Class,2018,26189,Semi-Auto,8069,Diesel,145,65.7,2.1
5496, C Class,2019,29799,Automatic,7621,Diesel,145,57.7,2.0
5497, C Class,2019,29099,Semi-Auto,8205,Diesel,145,57.7,2.0
5498, C Class,2019,32599,Semi-Auto,3723,Diesel,145,54.3,2.0
5499, C Class,2019,25999,Semi-Auto,13701,Petrol,145,47.1,1.5
5500, C Class,2019,26699,Semi-Auto,10597,Petrol,145,46.3,1.5
5501, C Class,2019,26699,Semi-Auto,6718,Petrol,145,46.3,1.5
5502, C Class,2019,28599,Semi-Auto,970,Diesel,145,60.1,1.6
5503, C Class,2020,36809,Semi-Auto,1000,Petrol,145,46.3,1.5
5504, C Class,2016,25499,Semi-Auto,9458,Petrol,160,43.5,2.0
5505, C Class,2017,18299,Semi-Auto,35431,Diesel,30,61.4,2.1
5506, C Class,2019,30149,Semi-Auto,6362,Diesel,145,64.2,2.0
5507, C Class,2018,29199,Semi-Auto,4699,Diesel,145,54.3,2.0
5508, C Class,2019,19699,Semi-Auto,15020,Petrol,145,46.3,1.5
5509, C Class,2019,25899,Semi-Auto,10662,Petrol,145,47.1,1.5
5510, C Class,2017,25999,Semi-Auto,2883,Petrol,145,42.2,2.0
5511, C Class,2016,18999,Semi-Auto,28500,Diesel,20,64.2,2.1
5512, C Class,2016,19799,Semi-Auto,21086,Diesel,30,64.2,2.1
5513, C Class,2019,26399,Semi-Auto,7645,Petrol,145,47.1,1.5
5514, C Class,2019,28999,Semi-Auto,14366,Diesel,145,57.7,2.0
5515, C Class,2019,21899,Semi-Auto,2000,Diesel,145,64.2,1.6
5516, C Class,2019,20299,Semi-Auto,14316,Petrol,145,46.3,1.5
5517, C Class,2019,25499,Semi-Auto,8960,Petrol,145,46.3,1.5
5518, C Class,2019,20399,Semi-Auto,14111,Diesel,145,61.4,2.0
5519, C Class,2019,29349,Semi-Auto,4133,Diesel,145,57.7,2.0
5520, C Class,2019,20299,Semi-Auto,14144,Petrol,145,46.3,1.5
5521, C Class,2016,19799,Semi-Auto,38500,Petrol,125,52.3,2.0
5522, C Class,2019,25749,Semi-Auto,13873,Diesel,145,61.4,2.0
5523, C Class,2019,25749,Semi-Auto,13789,Diesel,145,61.4,2.0
5524, C Class,2016,17149,Semi-Auto,38395,Diesel,30,64.2,2.1
5525, C Class,2019,42049,Semi-Auto,6071,Petrol,145,30.4,3.0
5526, C Class,2019,29699,Semi-Auto,2228,Petrol,145,42.2,1.6
5527, C Class,2018,29999,Semi-Auto,17788,Petrol,145,36.2,3.0
5528, C Class,2019,25249,Semi-Auto,1729,Petrol,145,45.6,1.5
5529, C Class,2018,50799,Automatic,639,Petrol,145,31.7,4.0
5530, C Class,2016,17949,Automatic,22000,Diesel,30,64.2,2.1
5531, C Class,2019,26299,Semi-Auto,5661,Petrol,145,46.3,1.5
5532, C Class,2019,67199,Semi-Auto,2270,Petrol,145,28.0,4.0
5533, C Class,2017,26249,Automatic,22571,Diesel,145,54.3,2.1
5534, C Class,2017,31399,Semi-Auto,19224,Petrol,145,36.2,3.0
5535, C Class,2019,25999,Semi-Auto,5910,Petrol,145,46.3,1.5
5536, C Class,2019,29899,Automatic,1212,Petrol,145,42.2,1.6
5537, C Class,2019,32999,Semi-Auto,2136,Diesel,145,54.3,2.0
5538, C Class,2019,33999,Semi-Auto,1000,Diesel,145,57.7,2.0
5539, C Class,2019,30249,Semi-Auto,4889,Petrol,145,44.1,2.0
5540, C Class,2016,13990,Manual,57138,Diesel,20,68.9,2.1
5541, C Class,2016,18799,Semi-Auto,6900,Petrol,125,52.3,2.0
5542, C Class,2017,48399,Automatic,15066,Petrol,145,32.8,4.0
5543, C Class,2017,41399,Semi-Auto,8797,Petrol,145,32.8,4.0
5544, C Class,2018,29499,Automatic,1988,Petrol,145,44.1,2.0
5545, C Class,2019,40099,Semi-Auto,11267,Petrol,145,29.4,3.0
5546, C Class,2019,28399,Semi-Auto,7430,Diesel,145,61.4,2.0
5547, C Class,2019,19799,Semi-Auto,14251,Petrol,145,46.3,1.5
5548, C Class,2019,20199,Semi-Auto,11381,Petrol,145,46.3,1.5
5549, C Class,2019,19799,Semi-Auto,14301,Petrol,145,46.3,1.5
5550, C Class,2019,26049,Semi-Auto,9612,Petrol,145,47.1,1.5
5551, C Class,2019,29949,Semi-Auto,8371,Diesel,145,57.7,2.0
5552, C Class,2019,24499,Semi-Auto,14525,Petrol,145,44.1,1.5
5553, C Class,2019,25949,Semi-Auto,12582,Diesel,145,61.4,2.0
5554, C Class,2019,27699,Semi-Auto,5426,Petrol,145,45.6,1.5
5555, C Class,2019,32959,Semi-Auto,1000,Diesel,145,64.2,2.0
5556, C Class,2019,31999,Semi-Auto,1000,Diesel,145,61.4,2.0
5557, C Class,2019,29699,Semi-Auto,4279,Diesel,145,56.5,2.0
5558, C Class,2019,32699,Semi-Auto,1362,Diesel,145,56.5,2.0
5559, C Class,2019,32069,Semi-Auto,1000,Diesel,145,64.2,2.0
5560, C Class,2018,25999,Semi-Auto,11258,Diesel,145,65.7,2.1
5561, C Class,2019,32999,Semi-Auto,2373,Diesel,145,54.3,2.0
5562, C Class,2019,42999,Semi-Auto,8751,Petrol,145,29.1,3.0
5563, C Class,2019,41699,Semi-Auto,7400,Petrol,145,30.4,3.0
5564, C Class,2017,24289,Semi-Auto,13716,Diesel,30,65.7,2.1
5565, C Class,2017,19499,Semi-Auto,25241,Diesel,145,64.2,2.1
5566, C Class,2019,34399,Semi-Auto,3414,Petrol,145,44.1,2.0
5567, C Class,2019,25699,Semi-Auto,15251,Diesel,145,61.4,2.0
5568, C Class,2019,29799,Semi-Auto,8959,Diesel,145,57.7,2.0
5569, C Class,2018,22549,Semi-Auto,16961,Petrol,145,46.3,1.5
5570, C Class,2019,43199,Semi-Auto,9551,Petrol,145,29.1,3.0
5571, C Class,2019,41499,Semi-Auto,8116,Petrol,145,30.4,3.0
5572, C Class,2016,21099,Semi-Auto,9272,Diesel,20,67.3,2.1
5573, C Class,2017,16995,Semi-Auto,19372,Diesel,145,64.2,1.6
5574, C Class,2013,9500,Semi-Auto,75572,Diesel,145,54.3,2.1
5575, C Class,2019,26799,Semi-Auto,2498,Petrol,145,45.6,1.5
5576, C Class,2019,41999,Semi-Auto,10104,Petrol,145,30.4,3.0
5577, C Class,2019,20599,Semi-Auto,13004,Diesel,145,61.4,2.0
5578, C Class,2019,29099,Semi-Auto,3820,Diesel,145,64.2,2.0
5579, C Class,2018,25049,Semi-Auto,6550,Diesel,145,60.1,1.6
5580, C Class,2018,24499,Semi-Auto,9304,Diesel,145,60.1,1.6
5581, C Class,2019,25499,Semi-Auto,16226,Diesel,145,61.4,2.0
5582, C Class,2018,28699,Semi-Auto,5234,Diesel,145,57.7,2.0
5583, C Class,2017,18049,Semi-Auto,41005,Diesel,30,61.4,2.1
5584, C Class,2019,27499,Semi-Auto,3462,Diesel,145,60.1,1.6
5585, C Class,2019,28599,Semi-Auto,901,Diesel,145,61.4,2.0
5586, C Class,2019,31599,Semi-Auto,3784,Diesel,145,55.4,2.0
5587, C Class,2019,23799,Semi-Auto,12946,Diesel,145,61.4,2.0
5588, C Class,2019,31149,Semi-Auto,6750,Diesel,145,54.3,2.0
5589, C Class,2019,23849,Semi-Auto,15207,Petrol,145,46.3,1.5
5590, C Class,2019,20349,Semi-Auto,13898,Petrol,145,46.3,1.5
5591, C Class,2019,24599,Semi-Auto,14234,Petrol,145,46.3,1.5
5592, C Class,2019,20299,Semi-Auto,14855,Diesel,145,61.4,2.0
5593, C Class,2019,40849,Semi-Auto,10387,Petrol,145,30.4,3.0
5594, C Class,2019,25849,Semi-Auto,13244,Diesel,145,61.4,2.0
5595, C Class,2019,32499,Semi-Auto,1303,Petrol,145,46.3,1.5
5596, C Class,2019,33799,Semi-Auto,5669,Diesel,145,55.4,2.0
5597, C Class,2017,24699,Semi-Auto,19000,Petrol,145,43.5,2.0
5598, C Class,2018,28789,Semi-Auto,9797,Diesel,150,54.3,2.0
5599, C Class,2017,24499,Semi-Auto,19169,Diesel,150,67.3,2.1
5600, C Class,2018,28049,Semi-Auto,9977,Diesel,145,54.3,2.0
5601, C Class,2016,20199,Semi-Auto,34400,Diesel,20,67.3,2.1
5602, C Class,2019,20349,Semi-Auto,14005,Petrol,145,46.3,1.5
5603, C Class,2019,20299,Semi-Auto,14123,Petrol,145,46.3,1.5
5604, C Class,2019,32999,Semi-Auto,5612,Diesel,145,57.7,2.0
5605, C Class,2019,19749,Semi-Auto,14619,Petrol,145,46.3,1.5
5606, C Class,2019,26299,Semi-Auto,8059,Petrol,145,47.1,1.5
5607, C Class,2019,29299,Semi-Auto,2905,Diesel,145,61.4,2.0
5608, C Class,2016,19799,Automatic,17000,Diesel,30,64.2,2.1
5609, C Class,2016,20399,Semi-Auto,15000,Diesel,30,64.2,2.1
5610, C Class,2019,25549,Semi-Auto,15144,Diesel,145,61.4,2.0
5611, C Class,2019,28799,Semi-Auto,13321,Diesel,145,64.2,2.0
5612, C Class,2019,24299,Semi-Auto,11403,Diesel,145,61.4,2.0
5613, C Class,2019,26049,Semi-Auto,9693,Petrol,145,47.1,1.5
5614, C Class,2019,28349,Semi-Auto,7133,Diesel,145,56.5,2.0
5615, C Class,2019,34399,Semi-Auto,3353,Diesel,145,55.4,2.0
5616, C Class,2019,30099,Semi-Auto,2671,Diesel,145,60.1,1.6
5617, C Class,2015,16899,Semi-Auto,30895,Diesel,30,61.4,2.1
5618, C Class,2018,23100,Automatic,10424,Petrol,145,45.6,1.5
5619, C Class,2014,12100,Semi-Auto,55731,Diesel,145,54.3,2.1
5620, C Class,2013,14000,Semi-Auto,34998,Diesel,150,53.3,2.1
5621, C Class,2015,12750,Manual,27500,Petrol,125,53.3,2.0
5622, C Class,2019,28399,Semi-Auto,3061,Petrol,145,45.6,1.5
5623, C Class,2019,37999,Automatic,2486,Petrol,145,44.1,1.5
5624, C Class,2019,33299,Automatic,2286,Petrol,145,44.1,2.0
5625, C Class,2019,31199,Semi-Auto,2000,Petrol,145,44.1,1.5
5626, C Class,2019,26999,Semi-Auto,9568,Diesel,145,61.4,2.0
5627, C Class,2019,20999,Semi-Auto,14663,Diesel,145,61.4,2.0
5628, C Class,2019,25999,Semi-Auto,13269,Diesel,145,61.4,2.0
5629, C Class,2019,26499,Semi-Auto,7795,Petrol,145,46.3,1.5
5630, C Class,2019,46599,Semi-Auto,1724,Petrol,145,30.4,3.0
5631, C Class,2019,33699,Automatic,1000,Petrol,145,44.1,2.0
5632, C Class,2019,66899,Semi-Auto,262,Petrol,145,28.5,4.0
5633, C Class,2019,31799,Semi-Auto,2273,Diesel,145,64.2,2.0
5634, C Class,2019,28499,Semi-Auto,2524,Petrol,145,45.6,1.5
5635, C Class,2016,24749,Automatic,21118,Diesel,125,61.4,2.1
5636, C Class,2017,16189,Manual,16946,Petrol,125,53.3,2.0
5637, C Class,2019,25389,Semi-Auto,8639,Petrol,145,45.6,1.5
5638, C Class,2018,23799,Automatic,5905,Petrol,145,49.6,2.0
5639, C Class,2019,30149,Automatic,8351,Diesel,145,54.3,2.0
5640, C Class,2019,67159,Automatic,883,Petrol,145,28.0,4.0
5641, C Class,2017,35499,Automatic,10709,Petrol,145,34.0,3.0
5642, C Class,2019,28799,Semi-Auto,12030,Petrol,145,44.1,1.5
5643, C Class,2018,28149,Automatic,9273,Diesel,145,54.3,2.0
5644, C Class,2019,29899,Semi-Auto,4405,Diesel,145,61.4,2.0
5645, C Class,2016,22549,Automatic,30385,Diesel,30,65.7,2.1
5646, C Class,2017,18899,Semi-Auto,27560,Diesel,20,64.2,2.1
5647, C Class,2019,26899,Automatic,2019,Petrol,145,45.6,1.5
5648, C Class,2018,25399,Automatic,18257,Diesel,145,67.3,2.1
5649, C Class,2019,32099,Semi-Auto,1000,Diesel,145,51.4,2.0
5650, C Class,2018,27449,Automatic,7299,Diesel,145,57.7,2.0
5651, C Class,2018,27249,Automatic,8761,Diesel,145,57.7,2.0
5652, C Class,2019,26899,Automatic,796,Petrol,145,45.6,1.5
5653, C Class,2019,44399,Semi-Auto,9026,Petrol,145,29.1,3.0
5654, C Class,2019,31539,Automatic,118,Diesel,145,64.2,2.0
5655, C Class,2019,33699,Automatic,5428,Petrol,145,43.5,2.0
5656, C Class,2019,32068,Automatic,23,Diesel,145,64.2,2.0
5657, C Class,2017,31999,Automatic,24700,Petrol,260,35.3,3.0
5658, C Class,2019,30249,Automatic,2225,Diesel,145,55.4,2.0
5659, C Class,2019,24799,Automatic,508,Petrol,145,44.1,1.5
5660, C Class,2018,23449,Automatic,7318,Petrol,145,46.3,1.5
5661, C Class,2019,29899,Semi-Auto,12478,Diesel,145,54.3,2.0
5662, C Class,2019,19799,Semi-Auto,14301,Petrol,150,46.3,1.5
5663, C Class,2019,20299,Semi-Auto,14316,Petrol,150,46.3,1.5
5664, C Class,2019,25549,Semi-Auto,15144,Diesel,150,61.4,2.0
5665, C Class,2017,24498,Automatic,21650,Diesel,150,54.3,2.1
5666, C Class,2015,16789,Semi-Auto,20100,Diesel,30,61.4,2.1
5667, C Class,2017,22899,Semi-Auto,17800,Diesel,145,67.3,2.1
5668, C Class,2019,62399,Semi-Auto,7580,Petrol,145,28.0,4.0
5669, C Class,2017,30999,Automatic,26000,Petrol,300,34.0,3.0
5670, C Class,2019,33149,Semi-Auto,9000,Diesel,145,54.3,2.0
5671, C Class,2020,39099,Semi-Auto,1000,Petrol,145,44.1,2.0
5672, C Class,2020,37249,Semi-Auto,1000,Diesel,145,57.7,2.0
5673, C Class,2020,53669,Semi-Auto,1000,Petrol,145,29.1,3.0
5674, C Class,2019,19799,Semi-Auto,14133,Petrol,145,46.3,1.5
5675, C Class,2019,25549,Semi-Auto,14923,Diesel,145,61.4,2.0
5676, C Class,2019,25699,Semi-Auto,11738,Petrol,145,47.1,1.5
5677, C Class,2019,23949,Semi-Auto,18542,Petrol,145,46.3,1.5
5678, C Class,2019,29449,Semi-Auto,9970,Diesel,145,64.2,2.0
5679, C Class,2019,25199,Semi-Auto,14708,Petrol,145,47.1,1.5
5680, C Class,2019,23849,Semi-Auto,14079,Diesel,145,61.4,2.0
5681, C Class,2019,19999,Semi-Auto,12668,Petrol,145,46.3,1.5
5682, C Class,2019,25299,Semi-Auto,10185,Petrol,145,46.3,1.5
5683, C Class,2019,28299,Semi-Auto,7395,Diesel,145,56.5,2.0
5684, C Class,2019,19799,Semi-Auto,14311,Petrol,145,46.3,1.5
5685, C Class,2018,29249,Semi-Auto,4574,Diesel,145,54.3,2.0
5686, C Class,2017,17999,Semi-Auto,29000,Diesel,145,64.2,2.1
5687, C Class,2017,22499,Semi-Auto,14000,Diesel,30,64.2,2.1
5688, C Class,2016,18849,Semi-Auto,25199,Diesel,30,62.8,2.1
5689, C Class,2018,28789,Semi-Auto,7800,Diesel,145,57.7,2.0
5690, C Class,2017,25999,Semi-Auto,2800,Petrol,145,42.2,2.0
5691, C Class,2019,28299,Semi-Auto,5005,Diesel,145,56.5,2.0
5692, C Class,2019,28999,Semi-Auto,3376,Diesel,145,64.2,2.0
5693, C Class,2019,29299,Semi-Auto,5806,Petrol,145,44.1,2.0
5694, C Class,2019,27599,Semi-Auto,4664,Diesel,145,61.4,2.0
5695, C Class,2019,26499,Semi-Auto,12781,Diesel,145,61.4,2.0
5696, C Class,2019,20799,Semi-Auto,13965,Diesel,145,61.4,2.0
5697, C Class,2019,24799,Automatic,6370,Petrol,145,44.1,1.5
5698, C Class,2019,26499,Semi-Auto,3798,Petrol,145,45.6,1.5
5699, C Class,2019,25999,Semi-Auto,5922,Petrol,145,45.6,1.5
5700, C Class,2019,26599,Semi-Auto,3341,Petrol,145,45.6,1.5
5701, C Class,2017,23649,Semi-Auto,19758,Petrol,145,47.1,2.0
5702, C Class,2019,20549,Semi-Auto,13276,Diesel,145,61.4,2.0
5703, C Class,2019,20299,Semi-Auto,14354,Petrol,145,46.3,1.5
5704, C Class,2019,25849,Semi-Auto,13158,Diesel,145,61.4,2.0
5705, C Class,2016,18799,Semi-Auto,26428,Diesel,30,64.2,2.1
5706, C Class,2018,22699,Semi-Auto,20001,Diesel,145,67.3,2.1
5707, C Class,2017,14899,Semi-Auto,31475,Diesel,20,65.7,2.1
5708, C Class,2020,39759,Semi-Auto,1000,Diesel,145,54.3,2.0
5709, C Class,2016,36399,Semi-Auto,27416,Petrol,305,34.5,4.0
5710, C Class,2019,34099,Semi-Auto,1000,Petrol,145,42.2,2.0
5711, C Class,2020,33509,Semi-Auto,1000,Petrol,145,39.2,2.0
5712, C Class,2016,17799,Semi-Auto,23000,Diesel,20,64.2,2.1
5713, C Class,2016,18799,Semi-Auto,20115,Petrol,125,51.4,2.0
5714, C Class,2019,29339,Semi-Auto,1000,Petrol,145,45.6,1.5
5715, C Class,2017,19299,Semi-Auto,30577,Diesel,30,64.2,2.1
5716, C Class,2017,19199,Semi-Auto,8306,Petrol,145,50.4,2.0
5717, C Class,2015,19099,Semi-Auto,29000,Diesel,30,61.4,2.1
5718, C Class,2017,25599,Semi-Auto,17500,Petrol,145,42.2,2.0
5719, C Class,2019,27299,Automatic,386,Petrol,145,45.6,1.5
5720, C Class,2019,27999,Automatic,3817,Diesel,145,60.1,1.6
5721, C Class,2018,37999,Semi-Auto,5000,Petrol,145,30.4,3.0
5722, C Class,2019,28388,Semi-Auto,4900,Diesel,145,64.2,2.0
5723, C Class,2019,28999,Semi-Auto,2701,Petrol,145,42.2,1.6
5724, C Class,2019,27499,Semi-Auto,10803,Diesel,145,60.1,1.6
5725, C Class,2019,26999,Semi-Auto,1758,Petrol,145,46.3,1.5
5726, C Class,2019,30299,Semi-Auto,5915,Petrol,145,44.1,2.0
5727, C Class,2019,34649,Semi-Auto,1000,Diesel,145,61.4,2.0
5728, C Class,2017,48999,Semi-Auto,15000,Petrol,300,32.8,4.0
5729, C Class,2018,24099,Semi-Auto,31140,Diesel,145,67.3,2.1
5730, C Class,2017,20499,Semi-Auto,24000,Diesel,30,61.4,2.1
5731, C Class,2019,28699,Semi-Auto,1900,Petrol,145,45.6,1.5
5732, C Class,2019,34199,Semi-Auto,4229,Diesel,145,55.4,2.0
5733, C Class,2019,33699,Semi-Auto,246,Petrol,145,44.1,2.0
5734, C Class,2019,42699,Semi-Auto,24,Petrol,145,30.4,3.0
5735, C Class,2017,23649,Semi-Auto,19758,Petrol,150,47.1,2.0
5736, C Class,2019,33599,Semi-Auto,1000,Petrol,145,44.1,2.0
5737, C Class,2018,29199,Semi-Auto,9381,Diesel,145,54.3,2.0
5738, C Class,2019,40699,Semi-Auto,10476,Petrol,145,30.4,3.0
5739, C Class,2019,29699,Semi-Auto,5409,Diesel,145,61.4,2.0
5740, C Class,2016,17699,Semi-Auto,26500,Diesel,20,64.2,2.1
5741, C Class,2019,20499,Semi-Auto,13441,Diesel,145,61.4,2.0
5742, C Class,2017,31349,Semi-Auto,16915,Petrol,145,35.8,3.0
5743, C Class,2019,24899,Semi-Auto,3335,Diesel,145,61.4,2.0
5744, C Class,2019,25699,Semi-Auto,2547,Petrol,145,42.2,1.6
5745, C Class,2015,13649,Semi-Auto,35464,Diesel,20,65.7,2.1
5746, C Class,2015,17089,Semi-Auto,27501,Diesel,30,64.2,2.1
5747, C Class,2019,31599,Semi-Auto,3115,Diesel,145,55.4,2.0
5748, C Class,2019,27099,Semi-Auto,1327,Petrol,145,45.6,1.5
5749, C Class,2019,28599,Semi-Auto,1171,Diesel,145,61.4,2.0
5750, C Class,2019,26999,Semi-Auto,1500,Petrol,145,45.6,1.5
5751, C Class,2018,23499,Semi-Auto,22000,Diesel,145,61.4,2.0
5752, C Class,2019,19899,Semi-Auto,13690,Petrol,145,46.3,1.5
5753, C Class,2019,20249,Semi-Auto,10658,Petrol,145,46.3,1.5
5754, C Class,2019,25349,Semi-Auto,10503,Petrol,145,44.1,1.5
5755, C Class,2018,22399,Semi-Auto,5678,Diesel,145,58.9,1.6
5756, C Class,2017,18399,Semi-Auto,23393,Diesel,145,64.2,2.1
